"id","listnum","category","item","rt"
"007-DlWW5ljGl","0","animali","banana","2590"
"007-DlWW5ljGl","0","animali","cane","8694"
"015-Wxp5TYig8","0","animali","animali","6587"
"015-Wxp5TYig8","0","animali","cane","6587"
"015-Wxp5TYig8","0","animali","gatto","6587"
"015-Wxp5TYig8","0","animali","mucca","6587"
"015-Wxp5TYig8","0","animali","maiale","6587"
"015-Wxp5TYig8","0","animali","attacchino","9271"
"015-Wxp5TYig8","0","animali","capra","13179"
"015-Wxp5TYig8","0","animali","pecora","13179"
"015-Wxp5TYig8","0","animali","basta","32339"
"015-Wxp5TYig8","0","animali","ho","32339"
"015-Wxp5TYig8","0","animali","detto","32339"
"015-Wxp5TYig8","0","animali","tutti","32339"
"015-Wxp5TYig8","0","animali","gli","32339"
"015-Wxp5TYig8","0","animali","animali","32339"
"015-Wxp5TYig8","0","animali","in","32339"
"015-Wxp5TYig8","0","animali","campagna","32339"
"015-Wxp5TYig8","0","animali","che","32339"
"015-Wxp5TYig8","0","animali","avevo","32339"
"015-Wxp5TYig8","0","animali","da","32339"
"015-Wxp5TYig8","0","animali","piccola","32339"
"015-Wxp5TYig8","0","animali","animali","43864"
"015-Wxp5TYig8","0","animali","poi","43864"
"015-Wxp5TYig8","0","animali","ci","43864"
"015-Wxp5TYig8","0","animali","sono","43864"
"015-Wxp5TYig8","0","animali","quelli","43864"
"015-Wxp5TYig8","0","animali","della","43864"
"015-Wxp5TYig8","0","animali","savana","43864"
"015-Wxp5TYig8","0","animali","ma","43864"
"015-Wxp5TYig8","0","animali","anche","43864"
"015-Wxp5TYig8","0","animali","giraffa","43864"
"015-Wxp5TYig8","0","animali","leone","46935"
"015-Wxp5TYig8","0","animali","ippopotamo","50513"
"015-Wxp5TYig8","0","animali","canguro","53216"
"015-Wxp5TYig8","0","animali","elefante","59621"
"015-Wxp5TYig8","1","frutta","gira","61271"
"015-Wxp5TYig8","1","frutta","a","3155"
"015-Wxp5TYig8","1","frutta","frutta","3155"
"015-Wxp5TYig8","1","frutta","frutta","3155"
"015-Wxp5TYig8","1","frutta","banana","5787"
"015-Wxp5TYig8","1","frutta","arancia","5787"
"015-Wxp5TYig8","1","frutta","kiwi","8792"
"015-Wxp5TYig8","1","frutta","noci","12992"
"015-Wxp5TYig8","1","frutta","ananas","17420"
"015-Wxp5TYig8","1","frutta","melograno","21807"
"015-Wxp5TYig8","1","frutta","che","35907"
"015-Wxp5TYig8","1","frutta","altro","35907"
"015-Wxp5TYig8","1","frutta","fragole","35907"
"015-Wxp5TYig8","1","frutta","albicocche","35907"
"015-Wxp5TYig8","1","frutta","pesca","35907"
"015-Wxp5TYig8","1","frutta","vado","35907"
"015-Wxp5TYig8","1","frutta","per","35907"
"015-Wxp5TYig8","1","frutta","stagione","35907"
"015-Wxp5TYig8","1","frutta","prugne","44428"
"015-Wxp5TYig8","1","frutta","melone","47982"
"015-Wxp5TYig8","1","frutta","anguria","47982"
"015-Wxp5TYig8","1","frutta","mirtilli","51991"
"015-Wxp5TYig8","1","frutta","lamponi","55355"
"015-Wxp5TYig8","2","verdura","cavolfiore","6412"
"015-Wxp5TYig8","2","verdura","broccoli","6412"
"015-Wxp5TYig8","2","verdura","verza","6412"
"015-Wxp5TYig8","2","verdura","finocchi","6412"
"015-Wxp5TYig8","2","verdura","insalata","9858"
"015-Wxp5TYig8","2","verdura","radicchio","9858"
"015-Wxp5TYig8","2","verdura","patate","15838"
"015-Wxp5TYig8","2","verdura","melanzane","15838"
"015-Wxp5TYig8","2","verdura","cetrioli","15838"
"015-Wxp5TYig8","2","verdura","pomodori","15838"
"015-Wxp5TYig8","2","verdura","zucchine","22796"
"015-Wxp5TYig8","2","verdura","zucca","22796"
"015-Wxp5TYig8","2","verdura","have","27850"
"015-Wxp5TYig8","2","verdura","fagioli","27850"
"015-Wxp5TYig8","2","verdura","no","31990"
"015-Wxp5TYig8","2","verdura","questi","31990"
"015-Wxp5TYig8","2","verdura","sono","31990"
"015-Wxp5TYig8","2","verdura","legumi","31990"
"015-Wxp5TYig8","2","verdura","cipolla","54247"
"015-Wxp5TYig8","2","verdura","pori","60305"
"015-Wxp5TYig8","3","animali","allora","4796"
"015-Wxp5TYig8","3","animali","mucca","9517"
"015-Wxp5TYig8","3","animali","pecora","9517"
"015-Wxp5TYig8","3","animali","cavallo","9517"
"015-Wxp5TYig8","3","animali","gallo","11692"
"015-Wxp5TYig8","3","animali","maiale","15839"
"015-Wxp5TYig8","3","animali","giraffa","29444"
"015-Wxp5TYig8","3","animali","elefante","29444"
"015-Wxp5TYig8","3","animali","scimmia","33048"
"015-Wxp5TYig8","3","animali","ippopotamo","33048"
"015-Wxp5TYig8","3","animali","leone","38733"
"015-Wxp5TYig8","3","animali","tigre","38733"
"015-Wxp5TYig8","4","frutta","banana","5819"
"015-Wxp5TYig8","4","frutta","arancia","5819"
"015-Wxp5TYig8","4","frutta","kiwi","5819"
"015-Wxp5TYig8","4","frutta","fragole","7485"
"015-Wxp5TYig8","4","frutta","mirtilli","11474"
"015-Wxp5TYig8","4","frutta","lamponi","11474"
"015-Wxp5TYig8","4","frutta","melone","17241"
"015-Wxp5TYig8","4","frutta","anguria","17241"
"015-Wxp5TYig8","4","frutta","noci","23672"
"015-Wxp5TYig8","4","frutta","prugne","26030"
"015-Wxp5TYig8","4","frutta","melograno","42436"
"015-Wxp5TYig8","4","frutta","cachi","45221"
"015-Wxp5TYig8","4","frutta","ananas","48605"
"015-Wxp5TYig8","5","verdura","zucchine","2944"
"015-Wxp5TYig8","5","verdura","cetrioli","8691"
"015-Wxp5TYig8","5","verdura","pomodori","8691"
"015-Wxp5TYig8","5","verdura","verza","8691"
"015-Wxp5TYig8","5","verdura","cavolfiore","13540"
"015-Wxp5TYig8","5","verdura","radicchio","17829"
"015-Wxp5TYig8","5","verdura","insalata","17829"
"015-Wxp5TYig8","5","verdura","carote","17829"
"015-Wxp5TYig8","5","verdura","cipolla","24625"
"015-Wxp5TYig8","5","verdura","fagiolini","28263"
"015-Wxp5TYig8","5","verdura","ceci","33339"
"015-Wxp5TYig8","5","verdura","solletico","49136"
"015-Wxp5TYig8","5","verdura","minestrone","49136"
"015-Wxp5TYig8","5","verdura","l'ho","49136"
"015-Wxp5TYig8","5","verdura","fregata","49136"
"provaT-QG5gL8RR7","0","animali","serpente","7455"
"provaT-QG5gL8RR7","0","animali","giraffa","7455"
"provaT-QG5gL8RR7","0","animali","leone","7455"
"provaT-QG5gL8RR7","0","animali","bradipo","7455"
"provaT-QG5gL8RR7","0","animali","koala","7455"
"provaT-QG5gL8RR7","0","animali","cane","10156"
"provaT-QG5gL8RR7","0","animali","e","10156"
"provaT-QG5gL8RR7","0","animali","gatto","10156"
"provaT-QG5gL8RR7","0","animali","fai","15887"
"provaT-QG5gL8RR7","0","animali","il","15887"
"provaT-QG5gL8RR7","0","animali","pesce","15887"
"provaT-QG5gL8RR7","0","animali","rosso","15887"
"provaT-QG5gL8RR7","0","animali","spigola","19662"
"provaT-QG5gL8RR7","0","animali","orata","19662"
"provaT-QG5gL8RR7","0","animali","elefante","23808"
"provaT-QG5gL8RR7","0","animali","giaguaro","30796"
"provaT-QG5gL8RR7","0","animali","ghepardo","30796"
"provaT-QG5gL8RR7","0","animali","tigre","30796"
"provaT-QG5gL8RR7","0","animali","iena","33450"
"provaT-QG5gL8RR7","0","animali","porcellino","37026"
"provaT-QG5gL8RR7","0","animali","d'india","37026"
"provaT-QG5gL8RR7","0","animali","coniglio","43412"
"provaT-QG5gL8RR7","0","animali","maiale","43412"
"provaT-QG5gL8RR7","0","animali","capra","45909"
"provaT-QG5gL8RR7","0","animali","pecora","45909"
"provaT-QG5gL8RR7","0","animali","cavallo","48810"
"provaT-QG5gL8RR7","0","animali","cinghiale","48810"
"provaT-QG5gL8RR7","0","animali","orso","57770"
"provaT-QG5gL8RR7","0","animali","pinguino","57770"
"provaT-QG5gL8RR7","1","frutta","no","12319"
"provaT-QG5gL8RR7","1","frutta","di","12319"
"provaT-QG5gL8RR7","1","frutta","nuovo","12319"
"provaT-QG5gL8RR7","1","frutta","alla","12319"
"provaT-QG5gL8RR7","1","frutta","frutta","12319"
"provaT-QG5gL8RR7","1","frutta","la","12319"
"provaT-QG5gL8RR7","1","frutta","frutta","12319"
"provaT-QG5gL8RR7","1","frutta","banana","12319"
"provaT-QG5gL8RR7","1","frutta","anguria","12319"
"provaT-QG5gL8RR7","1","frutta","arancia","12319"
"provaT-QG5gL8RR7","1","frutta","mandarino","12319"
"provaT-QG5gL8RR7","1","frutta","mela","12319"
"provaT-QG5gL8RR7","1","frutta","pera","12319"
"provaT-QG5gL8RR7","1","frutta","kiwi","12319"
"provaT-QG5gL8RR7","1","frutta","ananas","12319"
"provaT-QG5gL8RR7","1","frutta","mango","12319"
"provaT-QG5gL8RR7","1","frutta","frutto","12319"
"provaT-QG5gL8RR7","1","frutta","della","12319"
"provaT-QG5gL8RR7","1","frutta","passione","12319"
"provaT-QG5gL8RR7","1","frutta","abbaia","14073"
"provaT-QG5gL8RR7","1","frutta","pomodoro","19837"
"provaT-QG5gL8RR7","1","frutta","è","19837"
"provaT-QG5gL8RR7","1","frutta","un","19837"
"provaT-QG5gL8RR7","1","frutta","frutto","19837"
"provaT-QG5gL8RR7","1","frutta","pomodoro","19837"
"provaT-QG5gL8RR7","1","frutta","banana","31266"
"provaT-QG5gL8RR7","1","frutta","l'ho","31266"
"provaT-QG5gL8RR7","1","frutta","già","31266"
"provaT-QG5gL8RR7","1","frutta","pesca","38728"
"provaT-QG5gL8RR7","1","frutta","melone","38728"
"provaT-QG5gL8RR7","1","frutta","albicocche","45751"
"provaT-QG5gL8RR7","1","frutta","ciliegie","49347"
"provaT-QG5gL8RR7","1","frutta","fragole","49347"
"provaT-QG5gL8RR7","1","frutta","mandarini","51716"
"provaT-QG5gL8RR7","1","frutta","mandaranci","51716"
"provaT-QG5gL8RR7","1","frutta","clementino","55636"
"provaT-QG5gL8RR7","2","verdura","lattuga","2611"
"provaT-QG5gL8RR7","2","verdura","carote","7467"
"provaT-QG5gL8RR7","2","verdura","valeriana","15010"
"provaT-QG5gL8RR7","2","verdura","rucola","15010"
"provaT-QG5gL8RR7","2","verdura","lattughino","15010"
"provaT-QG5gL8RR7","2","verdura","finocchi","15010"
"provaT-QG5gL8RR7","2","verdura","verza","17448"
"provaT-QG5gL8RR7","2","verdura","barbabietola","22339"
"provaT-QG5gL8RR7","2","verdura","cavolo","22339"
"provaT-QG5gL8RR7","2","verdura","cavolfiore","25610"
"provaT-QG5gL8RR7","2","verdura","rucola","28581"
"provaT-QG5gL8RR7","2","verdura","zucchine","38622"
"provaT-QG5gL8RR7","2","verdura","melanzane","38622"
"provaT-QG5gL8RR7","2","verdura","peperoni","38622"
"provaT-QG5gL8RR7","2","verdura","rossi","38622"
"provaT-QG5gL8RR7","2","verdura","e","38622"
"provaT-QG5gL8RR7","2","verdura","peperoni","38622"
"provaT-QG5gL8RR7","2","verdura","gialli","38622"
"provaT-QG5gL8RR7","2","verdura","zucca","42001"
"provaT-QG5gL8RR7","2","verdura","broccoli","52743"
"provaT-QG5gL8RR7","2","verdura","cavoletti","55953"
"provaT-QG5gL8RR7","2","verdura","di","55953"
"provaT-QG5gL8RR7","2","verdura","bruxelles","55953"
"provaT-QG5gL8RR7","3","animali","elefante","3075"
"provaT-QG5gL8RR7","3","animali","tigre","3075"
"provaT-QG5gL8RR7","3","animali","giaguaro","5695"
"provaT-QG5gL8RR7","3","animali","ghepardo","5695"
"provaT-QG5gL8RR7","3","animali","basta","10317"
"provaT-QG5gL8RR7","3","animali","bradipo","10317"
"provaT-QG5gL8RR7","3","animali","cane","15361"
"provaT-QG5gL8RR7","3","animali","gatto","15361"
"provaT-QG5gL8RR7","3","animali","coniglio","15361"
"provaT-QG5gL8RR7","3","animali","pesce","19605"
"provaT-QG5gL8RR7","3","animali","serpente","23142"
"provaT-QG5gL8RR7","3","animali","iguana","27731"
"provaT-QG5gL8RR7","3","animali","pinguini","40641"
"provaT-QG5gL8RR7","3","animali","orso","40641"
"provaT-QG5gL8RR7","3","animali","orso","40641"
"provaT-QG5gL8RR7","3","animali","polare","40641"
"provaT-QG5gL8RR7","3","animali","canguro","43755"
"provaT-QG5gL8RR7","3","animali","ragno","48338"
"provaT-QG5gL8RR7","3","animali","zanzara","48338"
"provaT-QG5gL8RR7","3","animali","vespa","51001"
"provaT-QG5gL8RR7","4","frutta","mela","4860"
"provaT-QG5gL8RR7","4","frutta","pera","4860"
"provaT-QG5gL8RR7","4","frutta","banana","4860"
"provaT-QG5gL8RR7","4","frutta","arancia","4860"
"provaT-QG5gL8RR7","4","frutta","fragola","9421"
"provaT-QG5gL8RR7","4","frutta","e","9421"
"provaT-QG5gL8RR7","4","frutta","lampone","9421"
"provaT-QG5gL8RR7","4","frutta","ribes","14734"
"provaT-QG5gL8RR7","4","frutta","more","14734"
"provaT-QG5gL8RR7","4","frutta","kiwi","23530"
"provaT-QG5gL8RR7","4","frutta","albicocche","23530"
"provaT-QG5gL8RR7","4","frutta","pesche","23530"
"provaT-QG5gL8RR7","4","frutta","susine","23530"
"provaT-QG5gL8RR7","4","frutta","melone","23530"
"provaT-QG5gL8RR7","4","frutta","anguria","23530"
"provaT-QG5gL8RR7","4","frutta","arance","23530"
"provaT-QG5gL8RR7","4","frutta","mandarini","23530"
"provaT-QG5gL8RR7","4","frutta","clementine","23530"
"provaT-QG5gL8RR7","4","frutta","mandaranci","27429"
"provaT-QG5gL8RR7","4","frutta","a","42308"
"provaT-QG5gL8RR7","4","frutta","papaya","42308"
"provaT-QG5gL8RR7","4","frutta","mango","42308"
"provaT-QG5gL8RR7","4","frutta","frutto","42308"
"provaT-QG5gL8RR7","4","frutta","della","42308"
"provaT-QG5gL8RR7","4","frutta","passione","42308"
"provaT-QG5gL8RR7","4","frutta","avvocato","42308"
"provaT-QG5gL8RR7","4","frutta","cocco","42308"
"provaT-QG5gL8RR7","4","frutta","ananas","44178"
"provaT-QG5gL8RR7","4","frutta","platano","47046"
"provaT-QG5gL8RR7","4","frutta","pomodori","60473"
"provaT-QG5gL8RR7","5","verdura","è","10591"
"provaT-QG5gL8RR7","5","verdura","già","10591"
"provaT-QG5gL8RR7","5","verdura","iniziato","10591"
"provaT-QG5gL8RR7","5","verdura","allora","10591"
"provaT-QG5gL8RR7","5","verdura","lattuga","10591"
"provaT-QG5gL8RR7","5","verdura","iceberg","10591"
"provaT-QG5gL8RR7","5","verdura","rucola","10591"
"provaT-QG5gL8RR7","5","verdura","valeriana","10591"
"provaT-QG5gL8RR7","5","verdura","lattughino","10591"
"provaT-QG5gL8RR7","5","verdura","radicchio","13662"
"provaT-QG5gL8RR7","5","verdura","cavolo","13662"
"provaT-QG5gL8RR7","5","verdura","cavolfiore","13662"
"provaT-QG5gL8RR7","5","verdura","zucchine","21436"
"provaT-QG5gL8RR7","5","verdura","melanzane","21436"
"provaT-QG5gL8RR7","5","verdura","peperoni","21436"
"provaT-QG5gL8RR7","5","verdura","gialli","21436"
"provaT-QG5gL8RR7","5","verdura","peperoni","21436"
"provaT-QG5gL8RR7","5","verdura","verdi","21436"
"provaT-QG5gL8RR7","5","verdura","peperoni","21436"
"provaT-QG5gL8RR7","5","verdura","rossi","21436"
"provaT-QG5gL8RR7","5","verdura","patate","25569"
"provaT-QG5gL8RR7","5","verdura","no","25569"
"provaT-QG5gL8RR7","5","verdura","sono","25569"
"provaT-QG5gL8RR7","5","verdura","un","25569"
"provaT-QG5gL8RR7","5","verdura","tubero","25569"
"provaT-QG5gL8RR7","5","verdura","cavoletti","32690"
"provaT-QG5gL8RR7","5","verdura","di","32690"
"provaT-QG5gL8RR7","5","verdura","bruxelles","32690"
"provaT-QG5gL8RR7","5","verdura","cavolfiore","38813"
"provaT-QG5gL8RR7","5","verdura","spinacino","47439"
"provaT-QG5gL8RR7","5","verdura","spinaci","47439"
"provaT-QG5gL8RR7","5","verdura","verza","48826"
"provaT-QG5gL8RR7","5","verdura","finocchi","56142"
"provaT-QG5gL8RR7","5","verdura","sedano","58416"
"provaT-QG5gL8RR7","0","animali","cane","3805"
"provaT-QG5gL8RR7","0","animali","e","3805"
"provaT-QG5gL8RR7","0","animali","gatto","3805"
"provaT-QG5gL8RR7","0","animali","iguana","3805"
"provaT-QG5gL8RR7","0","animali","ragno","8871"
"provaT-QG5gL8RR7","0","animali","zanzara","8871"
"provaT-QG5gL8RR7","0","animali","ape","8871"
"provaT-QG5gL8RR7","0","animali","vespa","8871"
"provaT-QG5gL8RR7","0","animali","calabrone","8871"
"provaT-QG5gL8RR7","0","animali","coniglio","13663"
"provaT-QG5gL8RR7","0","animali","porcellino","13663"
"provaT-QG5gL8RR7","0","animali","d'india","13663"
"provaT-QG5gL8RR7","0","animali","cavia","13663"
"provaT-QG5gL8RR7","0","animali","ragno","16975"
"provaT-QG5gL8RR7","0","animali","tarantola","16975"
"provaT-QG5gL8RR7","0","animali","serpente","16975"
"provaT-QG5gL8RR7","0","animali","pesce","16975"
"provaT-QG5gL8RR7","0","animali","squalo","20910"
"provaT-QG5gL8RR7","0","animali","balena","20910"
"provaT-QG5gL8RR7","0","animali","delfino","20910"
"provaT-QG5gL8RR7","0","animali","elefante","35772"
"provaT-QG5gL8RR7","0","animali","giaguaro","35772"
"provaT-QG5gL8RR7","0","animali","ghepardo","35772"
"provaT-QG5gL8RR7","0","animali","giraffa","35772"
"provaT-QG5gL8RR7","0","animali","elefante","35772"
"provaT-QG5gL8RR7","0","animali","ippopotamo","35772"
"provaT-QG5gL8RR7","0","animali","koala","35772"
"provaT-QG5gL8RR7","0","animali","canguro","35772"
"provaT-QG5gL8RR7","0","animali","orso","35772"
"provaT-QG5gL8RR7","0","animali","orso","35772"
"provaT-QG5gL8RR7","0","animali","polare","35772"
"provaT-QG5gL8RR7","0","animali","l'hai","40196"
"provaT-QG5gL8RR7","0","animali","già","40196"
"provaT-QG5gL8RR7","0","animali","detto","40196"
"provaT-QG5gL8RR7","0","animali","panda","40196"
"provaT-QG5gL8RR7","0","animali","bradipo","42618"
"provaT-QG5gL8RR7","0","animali","orango","49084"
"provaT-QG5gL8RR7","0","animali","cinghiale","53342"
"provaT-QG5gL8RR7","0","animali","capra","53342"
"provaT-QG5gL8RR7","0","animali","mucca","53342"
"provaT-QG5gL8RR7","0","animali","cavallo","59590"
"provaT-QG5gL8RR7","0","animali","maiale","59590"
"provaT-QG5gL8RR7","1","frutta","mango","14845"
"provaT-QG5gL8RR7","1","frutta","papaya","14845"
"provaT-QG5gL8RR7","1","frutta","ananas","14845"
"provaT-QG5gL8RR7","1","frutta","mela","14845"
"provaT-QG5gL8RR7","1","frutta","pera","14845"
"provaT-QG5gL8RR7","1","frutta","banana","14845"
"provaT-QG5gL8RR7","1","frutta","fragole","14845"
"provaT-QG5gL8RR7","1","frutta","e","14845"
"provaT-QG5gL8RR7","1","frutta","lamponi","14845"
"provaT-QG5gL8RR7","1","frutta","arance","14845"
"provaT-QG5gL8RR7","1","frutta","mandarini","14845"
"provaT-QG5gL8RR7","1","frutta","clementine","14845"
"provaT-QG5gL8RR7","1","frutta","mandaranci","14845"
"provaT-QG5gL8RR7","1","frutta","anguria","14845"
"provaT-QG5gL8RR7","1","frutta","melone","14845"
"provaT-QG5gL8RR7","1","frutta","anguria","21480"
"provaT-QG5gL8RR7","1","frutta","melone","21480"
"provaT-QG5gL8RR7","1","frutta","more","21480"
"provaT-QG5gL8RR7","1","frutta","ribes","21480"
"provaT-QG5gL8RR7","1","frutta","avocado","26543"
"provaT-QG5gL8RR7","1","frutta","frutto","26543"
"provaT-QG5gL8RR7","1","frutta","della","26543"
"provaT-QG5gL8RR7","1","frutta","passione","26543"
"provaT-QG5gL8RR7","1","frutta","platano","31061"
"provaT-QG5gL8RR7","1","frutta","ananas","33715"
"provaT-QG5gL8RR7","1","frutta","ciliegie","38392"
"provaT-QG5gL8RR7","1","frutta","albicocche","48301"
"provaT-QG5gL8RR7","1","frutta","pesche","48301"
"provaT-QG5gL8RR7","1","frutta","susine","48301"
"provaT-QG5gL8RR7","1","frutta","metti","54424"
"provaT-QG5gL8RR7","1","frutta","cachi","54424"
"provaT-QG5gL8RR7","1","frutta","mela","54424"
"provaT-QG5gL8RR7","1","frutta","mango","60044"
"provaT-QG5gL8RR7","2","verdura","allora","9575"
"provaT-QG5gL8RR7","2","verdura","lattuga","9575"
"provaT-QG5gL8RR7","2","verdura","iceberg","9575"
"provaT-QG5gL8RR7","2","verdura","carote","9575"
"provaT-QG5gL8RR7","2","verdura","zucchine","9575"
"provaT-QG5gL8RR7","2","verdura","melanzane","9575"
"provaT-QG5gL8RR7","2","verdura","peperoni","9575"
"provaT-QG5gL8RR7","2","verdura","cavolfiore","20991"
"provaT-QG5gL8RR7","2","verdura","cavoletti","20991"
"provaT-QG5gL8RR7","2","verdura","di","20991"
"provaT-QG5gL8RR7","2","verdura","bruxelles","20991"
"provaT-QG5gL8RR7","2","verdura","broccoli","20991"
"provaT-QG5gL8RR7","2","verdura","finocchio","20991"
"provaT-QG5gL8RR7","2","verdura","sedano","20991"
"provaT-QG5gL8RR7","2","verdura","cavolo","20991"
"provaT-QG5gL8RR7","2","verdura","nero","20991"
"provaT-QG5gL8RR7","2","verdura","cavolo","20991"
"provaT-QG5gL8RR7","2","verdura","cappuccio","20991"
"provaT-QG5gL8RR7","2","verdura","cavolfiore","20991"
"provaT-QG5gL8RR7","2","verdura","rucola","33105"
"provaT-QG5gL8RR7","2","verdura","valeriana","33105"
"provaT-QG5gL8RR7","2","verdura","lattuga","33105"
"provaT-QG5gL8RR7","2","verdura","iceberg","33105"
"provaT-QG5gL8RR7","2","verdura","lattughino","33105"
"provaT-QG5gL8RR7","2","verdura","spinacino","33105"
"provaT-QG5gL8RR7","2","verdura","spinaci","33105"
"provaT-QG5gL8RR7","2","verdura","radicchio","36130"
"provaT-QG5gL8RR7","2","verdura","i","48787"
"provaT-QG5gL8RR7","2","verdura","pomodori","48787"
"provaT-QG5gL8RR7","2","verdura","sono","48787"
"provaT-QG5gL8RR7","2","verdura","un","48787"
"provaT-QG5gL8RR7","2","verdura","frutto","48787"
"provaT-QG5gL8RR7","2","verdura","zucca","50492"
"provaT-QG5gL8RR7","2","verdura","piselli","60008"
"provaT-QG5gL8RR7","3","animali","gatto","3581"
"provaT-QG5gL8RR7","3","animali","cane","3581"
"provaT-QG5gL8RR7","3","animali","topo","3581"
"provaT-QG5gL8RR7","3","animali","cavallo","3581"
"provaT-QG5gL8RR7","3","animali","mucca","3581"
"provaT-QG5gL8RR7","3","animali","lucertola","7154"
"provaT-QG5gL8RR7","3","animali","koala","7154"
"provaT-QG5gL8RR7","3","animali","ghiro","9015"
"provaT-QG5gL8RR7","3","animali","giraffa","11501"
"provaT-QG5gL8RR7","3","animali","aquila","21254"
"provaT-QG5gL8RR7","3","animali","amantide","21254"
"provaT-QG5gL8RR7","3","animali","coccinella","21254"
"provaT-QG5gL8RR7","3","animali","farfalla","21254"
"provaT-QG5gL8RR7","3","animali","lumaca","21254"
"provaT-QG5gL8RR7","3","animali","ghepardo","31231"
"provaT-QG5gL8RR7","3","animali","tigre","31231"
"provaT-QG5gL8RR7","3","animali","leone","31231"
"provaT-QG5gL8RR7","3","animali","iena","31231"
"provaT-QG5gL8RR7","3","animali","rinoceronte","31231"
"provaT-QG5gL8RR7","3","animali","ippopotamo","31231"
"provaT-QG5gL8RR7","3","animali","luino","33666"
"provaT-QG5gL8RR7","3","animali","orso","33666"
"provaT-QG5gL8RR7","3","animali","trota","35971"
"provaT-QG5gL8RR7","3","animali","come","40402"
"provaT-QG5gL8RR7","3","animali","fa","40402"
"provaT-QG5gL8RR7","3","animali","lo","40402"
"provaT-QG5gL8RR7","3","animali","squalo","40402"
"provaT-QG5gL8RR7","3","animali","squalo","40402"
"provaT-QG5gL8RR7","3","animali","balena","40402"
"provaT-QG5gL8RR7","3","animali","orca","40402"
"provaT-QG5gL8RR7","3","animali","del","40402"
"provaT-QG5gL8RR7","3","animali","polpo","45276"
"provaT-QG5gL8RR7","3","animali","riccio","50537"
"provaT-QG5gL8RR7","3","animali","istrice","50537"
"provaT-QG5gL8RR7","3","animali","volpe","50537"
"provaT-QG5gL8RR7","3","animali","lupo","52302"
"provaT-QG5gL8RR7","3","animali","tartaruga","59308"
"provaT-QG5gL8RR7","4","frutta","pipistrello","61149"
"provaT-QG5gL8RR7","4","frutta","allora","8550"
"provaT-QG5gL8RR7","4","frutta","mela","8550"
"provaT-QG5gL8RR7","4","frutta","pera","8550"
"provaT-QG5gL8RR7","4","frutta","banana","8550"
"provaT-QG5gL8RR7","4","frutta","uva","8550"
"provaT-QG5gL8RR7","4","frutta","limone","8550"
"provaT-QG5gL8RR7","4","frutta","mango","8550"
"provaT-QG5gL8RR7","4","frutta","frutti","13788"
"provaT-QG5gL8RR7","4","frutta","di","13788"
"provaT-QG5gL8RR7","4","frutta","bosco","13788"
"provaT-QG5gL8RR7","4","frutta","more","13788"
"provaT-QG5gL8RR7","4","frutta","lamponi","13788"
"provaT-QG5gL8RR7","4","frutta","anguria","17290"
"provaT-QG5gL8RR7","4","frutta","pesca","17290"
"provaT-QG5gL8RR7","4","frutta","ananas","19692"
"provaT-QG5gL8RR7","4","frutta","melograno","22718"
"provaT-QG5gL8RR7","4","frutta","kiwi","25844"
"provaT-QG5gL8RR7","4","frutta","banana","31102"
"provaT-QG5gL8RR7","4","frutta","lamponi","38577"
"provaT-QG5gL8RR7","4","frutta","fragole","38577"
"provaT-QG5gL8RR7","4","frutta","ciliegie","38577"
"provaT-QG5gL8RR7","4","frutta","albicocche","38577"
"provaT-QG5gL8RR7","4","frutta","brucia","47886"
"provaT-QG5gL8RR7","4","frutta","la","47886"
"provaT-QG5gL8RR7","4","frutta","passione","47886"
"provaT-QG5gL8RR7","4","frutta","con","47886"
"provaT-QG5gL8RR7","4","frutta","coca-cola","47886"
"provaT-QG5gL8RR7","4","frutta","pomodoro","50359"
"provaT-QG5gL8RR7","4","frutta","oliva","54123"
"provaT-QG5gL8RR7","4","frutta","arancia","59853"
"provaT-QG5gL8RR7","4","frutta","mandarino","59853"
"provaT-QG5gL8RR7","5","verdura","fammi","61185"
"provaT-QG5gL8RR7","5","verdura","sentire","61185"
"provaT-QG5gL8RR7","5","verdura","zucchine","5314"
"provaT-QG5gL8RR7","5","verdura","melanzane","5314"
"provaT-QG5gL8RR7","5","verdura","lattuga","5314"
"provaT-QG5gL8RR7","5","verdura","radicchio","7026"
"provaT-QG5gL8RR7","5","verdura","rucola","11407"
"provaT-QG5gL8RR7","5","verdura","zucca","16137"
"provaT-QG5gL8RR7","5","verdura","valeriana","16137"
"provaT-QG5gL8RR7","5","verdura","peperoni","19674"
"provaT-QG5gL8RR7","5","verdura","finocchi","24307"
"provaT-QG5gL8RR7","5","verdura","belga","27584"
"provaT-QG5gL8RR7","5","verdura","spinaci","32315"
"provaT-QG5gL8RR7","5","verdura","broccoli","36166"
"provaT-QG5gL8RR7","5","verdura","il","41623"
"provaT-QG5gL8RR7","5","verdura","fiore","41623"
"provaT-QG5gL8RR7","5","verdura","cavolo","41623"
"provaT-QG5gL8RR7","5","verdura","cappuccio","41623"
"provaT-QG5gL8RR7","5","verdura","cavolo","41623"
"provaT-QG5gL8RR7","5","verdura","nero","41623"
"provaT-QG5gL8RR7","5","verdura","cavolo","41623"
"provaT-QG5gL8RR7","5","verdura","rosso","41623"
